Country,Country Code,Locality Name,Latitude,Longitude,Date,End of sampling,Duration(h.min),Iodine-131 (I-131) Concentration (Bq/m3),Caesium-134 (Cs-134) Concentration (Bq/m3),"Caesium-137 (radiocaesium, Cs-137) Concentration (Bq/m3)"
France,3,FESSENHEIM,7.56,47.91,86/05/12,9:00,24.0,0.0027,0.002,0.0014
France,3,FESSENHEIM,7.56,47.91,86/05/13,9:00,24.0,0.0032,0.00115,0.0016
France,3,FLAMANVILLE,-1.9,49.55,86/05/02,9:00,24.0,0.25,0,0
France,3,FLAMANVILLE,-1.9,49.55,86/05/03,9:00,24.0,0.75,0,0
France,3,FLAMANVILLE,-1.9,49.55,86/05/04,9:00,24.0,0.006,0,0
France,3,FLAMANVILLE,-1.9,49.55,86/05/05,9:00,24.0,0.004,0,0
France,3,FLAMANVILLE,-1.9,49.55,86/05/06,9:00,24.0,0.0028,0,0
France,3,FLAMANVILLE,-1.9,49.55,86/05/07,9:00,24.0,0.0043,0,0
France,3,FLAMANVILLE,-1.9,49.55,86/05/08,9:00,24.0,0.011,0,0
France,3,FLAMANVILLE,-1.9,49.55,86/05/09,9:00,24.0,0.0055,0,0
France,3,GRAVELINES,2.31,51.0,86/05/02,9:00,24.0,0.008,0,0
France,3,GRAVELINES,2.31,51.0,86/05/03,9:00,24.0,0.065,0.23,0.34
France,3,GRAVELINES,2.31,51.0,86/05/04,9:00,24.0,1.5,0.65,1.299999
France,3,GRAVELINES,2.31,51.0,86/05/05,9:00,24.0,0.07,0.03,0.05
France,3,GRAVELINES,2.31,51.0,86/05/06,9:00,24.0,0.023,0.012,0
France,3,GRAVELINES,2.31,51.0,86/05/07,9:00,24.0,0.0205,0,0.014
France,3,GRAVELINES,2.31,51.0,86/05/08,9:00,24.0,0.02,0.01,0
France,3,GRAVELINES,2.31,51.0,86/05/09,9:00,24.0,0.009,0,0.007
France,3,GRAVELINES,2.31,51.0,86/05/10,9:00,24.0,0.004,0,0
France,3,GRAVELINES,2.31,51.0,86/05/11,9:00,24.0,0.004,0,0
France,3,GRAVELINES,2.31,51.0,86/05/13,9:00,24.0,0.007,0,0
France,3,GRAVELINES,2.31,51.0,86/05/14,9:00,24.0,0.006,0,0
France,3,GRAVELINES,2.31,51.0,86/05/15,9:00,24.0,0.006,0,0
France,3,GRAVELINES,2.31,51.0,86/05/16,9:00,24.0,0.0052,0,0
France,3,GRAVELINES,2.31,51.0,86/05/17,9:00,24.0,0.0052,0,0
France,3,GRAVELINES,2.31,51.0,86/05/18,9:00,24.0,0.005,0,0
France,3,GRAVELINES,2.31,51.0,86/05/19,9:00,24.0,0.005,0,0
France,3,GRENOBLE,5.72,45.18,86/05/02,9:00,24.0,0.444,0.0925,0.1628
France,3,GRENOBLE,5.72,45.18,86/05/03,9:00,24.0,0.518,0.1702,0.3
France,3,GRENOBLE,5.72,45.18,86/05/04,9:00,24.0,0.407,0.1406,0.2331
France,3,GRENOBLE,5.72,45.18,86/05/05,9:00,24.0,0.2405,0.074,0.1258
France,3,GRENOBLE,5.72,45.18,86/05/06,9:00,24.0,0.0851,0.037,0.0777
France,3,GRENOBLE,5.72,45.18,86/05/07,9:00,24.0,0.02516,0.01258,0.02109
France,3,GRENOBLE,5.72,45.18,86/05/10,9:00,24.0,0.00185,0,0.00074
France,3,GRENOBLE,5.72,45.18,86/05/11,9:00,24.0,0.00518,0,0.00111
France,3,GRENOBLE,5.72,45.18,86/05/12,9:00,24.0,0.00059,0,0.00074
France,3,MARCOULE,4.8,44.13,86/04/30,9:00,24.0,0.03182,0.00888,0.0159
France,3,MARCOULE,4.8,44.13,86/05/01,9:00,24.0,0.555,0.0814,0.1961
France,3,MARCOULE,4.8,44.13,86/05/02,9:00,24.0,2.552999,0.407,0.999
France,3,MARCOULE,4.8,44.13,86/05/03,9:00,24.0,1.183999,0.333,0.3515
France,3,MARCOULE,4.8,44.13,86/05/04,9:00,24.0,1.368999,0.444,0.8695
France,3,MARCOULE,4.8,44.13,86/05/05,9:00,24.0,0.555,0.1628,0.333
France,3,MONACO,7.42,43.73,86/05/01,9:00,24.0,0.15,0.02,0.03
France,3,MONACO,7.42,43.73,86/05/02,9:00,24.0,1.4,0.11,0.18
France,3,MONACO,7.42,43.73,86/05/03,9:00,24.0,2.9,0.55,1.099999
France,3,MONACO,7.42,43.73,86/05/04,9:00,24.0,2.799999,0.84,1.509999
France,3,MONACO,7.42,43.73,86/05/05,9:00,24.0,1.299999,0.48,1
France,3,MONACO,7.42,43.73,86/05/06,9:00,24.0,0.48,0.14,0.3
France,3,MONACO,7.42,43.73,86/05/07,9:00,24.0,0.32,0.09,0.18
France,3,MONACO,7.42,43.73,86/05/08,9:00,24.0,0.06,0.03,0.06
France,3,MONACO,7.42,43.73,86/05/09,9:00,24.0,0.04,0.02,0.05
France,3,MONACO,7.42,43.73,86/05/10,9:00,24.0,0.02,0.02,0.05
France,3,ORSAY,2.18,48.68,86/05/02,9:00,24.0,6.33,1.809999,3.23
France,3,ORSAY,2.18,48.68,86/05/03,9:00,24.0,0.31,0.072,0.142
France,3,ORSAY,2.18,48.68,86/05/04,9:00,24.0,0.0103,0.0004,0.00065
France,3,ORSAY,2.18,48.68,86/05/05,9:00,24.0,0.037,0.003,0.005
France,3,ORSAY,2.18,48.68,86/05/06,9:00,24.0,0.0034,0.0003,0.0005
France,3,ORSAY,2.18,48.68,86/05/07,9:00,24.0,0.0062,0.002,0.0038
France,3,ORSAY,2.18,48.68,86/05/08,9:00,24.0,0.012,0.0027,0.005
France,3,ORSAY,2.18,48.68,86/05/09,9:00,24.0,0.017,0.0025,0.0045
France,3,ORSAY,2.18,48.68,86/05/10,9:00,24.0,0.0019,0.0004,0.0007
France,3,PARIS,2.36,48.85,86/04/30,9:00,24.0,0.000015,0,0.000007
France,3,PARIS,2.36,48.85,86/05/01,9:00,24.0,0.51,0.099,0.19
France,3,PARIS,2.36,48.85,86/05/02,9:00,24.0,1.929999,0.77,1.49
France,3,PARIS,2.36,48.85,86/05/03,9:00,24.0,0.18,0.046,0.95
France,3,PARIS,2.36,48.85,86/05/04,9:00,24.0,0.0083,0.00034,0.00074
France,3,PARIS,2.36,48.85,86/05/05,9:00,24.0,0.033,0.0087,0.017
France,3,PARIS,2.36,48.85,86/05/06,9:00,24.0,0.012,0.0029,0.0059
France,3,PARIS,2.36,48.85,86/05/07,9:00,24.0,0.009,0.002,0.0039
France,3,PARIS,2.36,48.85,86/05/08,9:00,24.0,0.0068,0.0013,0.0025
France,3,PARIS,2.36,48.85,86/05/09,9:00,24.0,0.0054,0.0011,0.0021
France,3,PARIS,2.36,48.85,86/05/10,9:00,24.0,0.00094,0.00017,0.00033
France,3,PARIS,2.36,48.85,86/05/11,9:00,24.0,0.003,0.0003,0.00059
France,3,PARIS,2.36,48.85,86/05/13,9:00,24.0,0.004,0.00039,0.00078
France,3,PARIS,2.36,48.85,86/05/14,9:00,24.0,0.0035,0.00065,0.0013
France,3,PARIS,2.36,48.85,86/05/16,9:00,24.0,0.0022,0.001,0.002
France,3,PARIS,2.36,48.85,86/05/18,9:00,24.0,0.0031,0.0013,0.0025
France,3,PARIS,2.36,48.85,86/05/20,9:00,24.0,0.0007,0,0.000006
France,3,SACLAY,2.16,48.73,86/05/02,9:00,24.0,0,0.6,1.4
France,3,SACLAY,2.16,48.73,86/05/03,9:00,24.0,0,0.1,0.2
France,3,SACLAY,2.16,48.73,86/05/04,9:00,24.0,0,0.002,0.002
France,3,SACLAY,2.16,48.73,86/05/05,9:00,24.0,0,0.005,0.01
France,3,SACLAY,2.16,48.73,86/05/06,9:00,24.0,0,0.002,0.002
France,3,SACLAY,2.16,48.73,86/05/07,9:00,24.0,0,0.0034,0.0096
France,3,SACLAY,2.16,48.73,86/05/08,9:00,24.0,0,0.0023,0.0052
France,3,SACLAY,2.16,48.73,86/05/09,9:00,24.0,0,0.0017,0.0022
France,3,SACLAY,2.16,48.73,86/05/10,9:00,24.0,0,0.0004,0.00087
France,3,SACLAY,2.16,48.73,86/05/11,9:00,24.0,0,0.0004,0.00047
France,3,TRICASTIN,4.73,44.33,86/05/01,9:00,24.0,0,0.021,0.042
France,3,TRICASTIN,4.73,44.33,86/05/02,9:00,24.0,0.4,0.1,0.17
France,3,TRICASTIN,4.73,44.33,86/05/03,9:00,24.0,0.9,0.235,0.57
France,3,TRICASTIN,4.73,44.33,86/05/04,9:00,24.0,0.75,0.18,0.34
France,3,TRICASTIN,4.73,44.33,86/05/05,9:00,24.0,0.23,0.075,0.18
France,3,TRICASTIN,4.73,44.33,86/05/06,9:00,24.0,0.11,0.062,0.14
France,3,TRICASTIN,4.73,44.33,86/05/07,9:00,24.0,0.014,0,0
France,3,TRICASTIN,4.73,44.33,86/05/08,9:00,24.0,0.0085,0,0
France,3,TRICASTIN,4.73,44.33,86/05/09,9:00,24.0,0.012,0,0
France,3,TRICASTIN,4.73,44.33,86/05/10,9:00,24.0,0.005,0,0
France,3,TRICASTIN,4.73,44.33,86/05/11,9:00,24.0,0.005,0,0
France,3,TRICASTIN,4.73,44.33,86/05/12,9:00,24.0,0.003,0,0
France,3,TRICASTIN,4.73,44.33,86/05/13,9:00,24.0,0.0095,0,0
France,3,TRICASTIN,4.73,44.33,86/05/14,9:00,24.0,0.002,0,0
France,3,VERDUN,5.38,49.15,86/04/30,9:00,24.0,0.0002,0.00003,0.00006
France,3,VERDUN,5.38,49.15,86/05/01,9:00,24.0,0.003,0.00007,0.00013
France,3,VERDUN,5.38,49.15,86/05/02,9:00,24.0,9.44,3.099999,5.4
France,3,VERDUN,5.38,49.15,86/05/03,9:00,24.0,1.77,0.71,1.299999
France,3,VERDUN,5.38,49.15,86/05/05,9:00,24.0,0.16,0.035,0.067
France,3,VERDUN,5.38,49.15,86/05/06,9:00,24.0,0.11,0.063,0.12
France,3,VERDUN,5.38,49.15,86/05/07,9:00,24.0,0.039,0.014,0.028
France,3,VERDUN,5.38,49.15,86/05/08,9:00,24.0,0.0087,0.0012,0.002
France,3,VERDUN,5.38,49.15,86/05/09,9:00,24.0,0.0091,0.0012,0.0021
France,3,VERDUN,5.38,49.15,86/05/10,9:00,24.0,0.0076,0.0011,0.00206
Italy,5,BOLOGNA,11.33,44.48,86/04/30,9:00,24.0,0.068,0.005,0.012
Italy,5,BOLOGNA,11.33,44.48,86/05/01,9:00,24.0,0.627,0.062,0.139
Italy,5,BOLOGNA,11.33,44.48,86/05/02,9:00,24.0,7.015,0.904,2.237
Italy,5,BOLOGNA,11.33,44.48,86/05/03,9:00,24.0,2.926,0.519,0.894
Italy,5,BOLOGNA,11.33,44.48,86/05/04,9:00,24.0,1.404,0.287,0.554
Italy,5,BOLOGNA,11.33,44.48,86/05/05,9:00,24.0,0.837,0.213,0.421
Italy,5,BOLOGNA,11.33,44.48,86/05/06,9:00,24.0,0.681,0.199,0.404
Italy,5,BOLOGNA,11.33,44.48,86/05/07,9:00,24.0,0.956,0.22,0.426
Italy,5,BOLOGNA,11.33,44.48,86/05/08,9:00,24.0,0.515,0.147,0.313
Italy,5,BOLOGNA,11.33,44.48,86/05/09,9:00,24.0,0.047,0.013,0.017
Italy,5,BOLOGNA,11.33,44.48,86/05/10,9:00,24.0,0.051,0.011,0.032
Italy,5,BOLOGNA,11.33,44.48,86/05/11,9:00,24.0,0.047,<,0.004
Italy,5,BOLOGNA,11.33,44.48,86/05/12,9:00,24.0,0.037,<,0.004
Italy,5,BOLOGNA,11.33,44.48,86/05/13,9:00,24.0,0.015,<,0.004
Italy,5,BOLOGNA,11.33,44.48,86/05/14,9:00,24.0,0.016,<,0.004
Italy,5,BOLOGNA,11.33,44.48,86/05/15,9:00,24.0,0.012,<,0.004
Italy,5,BOLOGNA,11.33,44.48,86/05/16,9:00,24.0,0.01,<,0.004
Italy,5,BOLOGNA,11.33,44.48,86/05/18,9:00,24.0,0.006,<,0.004
Italy,5,BOLOGNA,11.33,44.48,86/05/19,9:00,24.0,0.006,<,0.004
Italy,5,BRASIMONE,11.33,44.48,86/05/02,8:00,24.0,2.89,0.26,0.5
Italy,5,BRASIMONE,11.33,44.48,86/05/03,8:00,24.0,2.099,0.52,1.172
Italy,5,BRASIMONE,11.33,44.48,86/05/04,8:00,24.0,1.392,0.722,1.445
Italy,5,BRASIMONE,11.33,44.48,86/05/05,8:00,24.0,0.651,0.46,0.925
Italy,5,BRASIMONE,11.33,44.48,86/05/06,8:00,24.0,0.563,0.316,0.644
Italy,5,BRASIMONE,11.33,44.48,86/05/07,8:00,24.0,0.429,0.24,0.4
Italy,5,BRASIMONE,11.33,44.48,86/05/09,8:00,24.0,0.07,0.009,0.022
Italy,5,BRASIMONE,11.33,44.48,86/05/10,8:00,24.0,0.025,0.004,0.008
Italy,5,BRASIMONE,11.33,44.48,86/05/11,8:00,24.0,0.022,<,0.0005
Italy,5,BRASIMONE,11.33,44.48,86/05/12,8:00,24.0,0.026,<,0.0005
Italy,5,BRASIMONE,11.33,44.48,86/05/13,8:00,24.0,0.009,<,0.0005
Italy,5,BRASIMONE,11.33,44.48,86/05/14,8:00,24.0,0.007,N,0
Italy,5,BRASIMONE,11.33,44.48,86/05/16,8:00,24.0,0.006,<,0.0005
Italy,5,BRASIMONE,11.33,44.48,86/05/17,8:00,24.0,0.01,0.001,0.002
Italy,5,BRASIMONE,11.33,44.48,86/05/18,8:00,24.0,0.003,<,0.0005
Italy,5,BRASIMONE,11.33,44.48,86/05/19,8:00,24.0,0.003,N,0
Italy,5,BRASIMONE,11.33,44.48,86/05/20,8:00,24.0,0.003,<,0.0005
Italy,5,BRASIMONE,11.33,44.48,86/05/21,8:00,24.0,0.003,<,0.0005
Italy,5,BRASIMONE,11.33,44.48,86/05/22,8:00,24.0,0.001,<,0.0005
Italy,5,BRASIMONE,11.33,44.48,86/05/23,8:00,24.0,<,0.0005,<
Italy,5,CAPANNA,12.3,42.03,86/05/01,10:42,3.12,4.33,0.926,1.803
Italy,5,CAPANNA,12.3,42.03,86/05/01,13:42,3.0,2.32,0.474,0.904
Italy,5,CAPANNA,12.3,42.03,86/05/01,16:42,3.0,5.181,0.919,1.837
Italy,5,CAPANNA,12.3,42.03,86/05/01,19:42,3.0,7.964,1.526,3.011
Italy,5,CAPANNA,12.3,42.03,86/05/01,22:42,3.0,5.915,1.47,2.667
Italy,5,CAPANNA,12.3,42.03,86/05/02,1:42,3.0,5.258,1.259,2.444
Italy,5,CAPANNA,12.3,42.03,86/05/02,4:45,2.54,5.064,1.37,2.556
Italy,5,CAPANNA,12.3,42.03,86/05/02,7:42,3.0,4.91,1.285,2.333
Italy,5,CAPANNA,12.3,42.03,86/05/02,10:42,3.0,3.841,1.037,1.852
Italy,5,CAPANNA,12.3,42.03,86/05/02,13:42,2.54,2.087,0.537,1
Italy,5,CAPANNA,12.3,42.03,86/05/02,16:36,3.0,1.791,0.444,0.889
Italy,5,CAPANNA,12.3,42.03,86/05/02,19:30,2.54,1.546,0.704,1.37
Italy,5,CAPANNA,12.3,42.03,86/05/02,22:00,2.3,1.121,0.556,1.111
Italy,5,CAPANNA,12.3,42.03,86/05/03,4:48,3.12,1.276,0.648,1.2
Italy,5,CAPANNA,12.3,42.03,86/05/03,7:42,2.54,1.392,0.5,0.951
Italy,5,CAPANNA,12.3,42.03,86/05/03,12:06,4.21,1.48,0.444,0.87
Italy,5,CAPANNA,12.3,42.03,86/05/03,15:12,3.06,2.37,0.704,1.37
Italy,5,CAPANNA,12.3,42.03,86/05/03,18:06,2.54,2.899,0.963,1.814
Italy,5,CAPANNA,12.3,42.03,86/05/03,21:12,3.06,2.706,0.926,1.852
Italy,5,CAPANNA,12.3,42.03,86/05/04,0:12,3.0,2.474,0.777,1.556
Italy,5,CAPANNA,12.3,42.03,86/05/04,3:12,3.0,2.436,0.741,1.556
Italy,5,CAPANNA,12.3,42.03,86/05/04,6:12,3.0,2.165,0.689,1.37
Italy,5,CAPANNA,12.3,42.03,86/05/04,9:12,3.0,1.585,0.593,1.222
Italy,5,CAPANNA,12.3,42.03,86/05/04,12:24,3.12,2.629,0.963,2
Italy,5,CAPANNA,12.3,42.03,86/05/04,15:18,2.54,2.579,1.037,2.074
Italy,5,CAPANNA,12.3,42.03,86/05/04,18:12,2.48,1.971,0.844,1.111
Italy,5,CAPANNA,12.3,42.03,86/05/04,21:09,2.57,1.933,1.037,2.059
Italy,5,CAPANNA,12.3,42.03,86/05/05,0:12,3.0,1.724,0.593,1.074
Italy,5,CAPANNA,12.3,42.03,86/05/05,3:12,3.0,0.851,0.407,0.889
Italy,5,CAPANNA,12.3,42.03,86/05/05,6:12,3.0,0.812,0.407,0.815
Italy,5,CAPANNA,12.3,42.03,86/05/05,9:12,3.0,0.944,0.444,0.926
Italy,5,CAPANNA,12.3,42.03,86/05/05,12:12,3.0,1.121,0.463,0.963
Italy,5,CAPANNA,12.3,42.03,86/05/05,15:06,2.54,0.715,0.267,0.519
Italy,5,CAPANNA,12.3,42.03,86/05/05,18:12,3.06,0.387,0.148,0.296
Italy,5,CAPANNA,12.3,42.03,86/05/05,21:15,3.03,0.464,0.152,0.289
Italy,5,CAPANNA,12.3,42.03,86/05/06,0:15,3.0,0.367,0.13,0.256
Italy,5,CAPANNA,12.3,42.03,86/05/06,3:15,3.0,0.376,0.13,0.259
Italy,5,CAPANNA,12.3,42.03,86/05/06,6:12,2.57,0.309,0.137,0.278
Italy,5,CAPANNA,12.3,42.03,86/05/06,9:12,3.0,0.406,0.159,0.315
Italy,5,CAPANNA,12.3,42.03,86/05/06,12:12,3.0,0.727,0.259,0.5
Italy,5,CAPANNA,12.3,42.03,86/05/06,14:42,2.3,0.827,0.281,0.556
Italy,5,CAPANNA,12.3,42.03,86/05/06,18:06,3.12,1.453,0.444,0.889
Italy,5,CAPANNA,12.3,42.03,86/05/07,0:21,6.15,0.414,0.167,0.333
Italy,5,CAPANNA,12.3,42.03,86/05/07,7:18,6.54,0.301,0.163,0.315
Italy,5,CAPANNA,12.3,42.03,86/05/07,12:00,4.3,0.487,0.167,0.333
Italy,5,CAPANNA,12.3,42.03,86/05/07,19:12,7.0,0.255,0.093,0.185
Italy,5,CAPANNA,12.3,42.03,86/05/07,24:00:00,4.48,0.263,0.104,0.193
Italy,5,CAPANNA,12.3,42.03,86/05/08,6:00,5.57,0.224,0.093,0.185
Italy,5,CAPANNA,12.3,42.03,86/05/08,12:00,6.0,0.309,0.1,0.196
Italy,5,CAPANNA,12.3,42.03,86/05/08,18:00,6.0,0.467,0.204,0.385
Italy,5,CAPANNA,12.3,42.03,86/05/08,24:00:00,6.0,0.135,0.074,0.141
Italy,5,CAPANNA,12.3,42.03,86/05/09,6:00,5.57,0.101,0.056,0.111
Italy,5,CAPANNA,12.3,42.03,86/05/09,19:48,13.48,0.17,0.059,0.115
Italy,5,CAPANNA,12.3,42.03,86/05/10,7:54,12.06,0.05,0.016,0.032
Italy,5,CAPANNA,12.3,42.03,86/05/10,18:00,10.06,0.046,<,0.006
Italy,5,CAPANNA,12.3,42.03,86/05/11,0:03,5.57,0.041,<,0.006
Italy,5,CAPANNA,12.3,42.03,86/05/11,6:00,5.57,0.033,<,0.015
Italy,5,CAPANNA,12.3,42.03,86/05/11,12:00,6.0,0.03,<,0.011
Italy,5,CAPANNA,12.3,42.03,86/05/11,19:30,7.3,0.037,<,0.011
Italy,5,CASACCIA,12.3,42.03,86/05/01,9:00,15.0,2.407,0.4,0.833
Italy,5,CASACCIA,12.3,42.03,86/05/01,11:00,2.0,1.852,0.37,0.774
Italy,5,CASACCIA,12.3,42.03,86/05/01,13:00,2.0,0.993,0.256,0.404
Italy,5,CASACCIA,12.3,42.03,86/05/01,15:15,2.0,1.67,0.31,0.667
Italy,5,CASACCIA,12.3,42.03,86/05/01,17:00,2.0,2.407,0.53,0.9
Italy,5,CASACCIA,12.3,42.03,86/05/01,21:45,4.3,3.333,0.715,1.507
Italy,5,CASACCIA,12.3,42.03,86/05/02,2:00,4.0,2.915,0.763,1.593
Italy,5,CASACCIA,12.3,42.03,86/05/02,6:00,4.0,2.319,0.604,1.1
Italy,5,CASACCIA,12.3,42.03,86/05/02,10:00,4.0,1.804,0.507,0.881
Italy,5,CASACCIA,12.3,42.03,86/05/02,14:00,4.0,1.111,0.27,0.626
Italy,5,CASACCIA,12.3,42.03,86/05/02,18:00,4.0,1.37,0.35,0.726
Italy,5,CASACCIA,12.3,42.03,86/05/02,22:00,4.0,1.185,0.369,0.781
Italy,5,CASACCIA,12.3,42.03,86/05/03,7:15,2.0,0.681,0.271,0.481
Italy,5,CASACCIA,12.3,42.03,86/05/03,20:00,4.0,1.148,0.281,0.656
Italy,5,CASACCIA,12.3,42.03,86/05/03,24:00:00,4.0,1.256,0.415,0.841
Italy,5,CASACCIA,12.3,42.03,86/05/04,6:00,6.0,1.422,0.415,0.922
Italy,5,CASACCIA,12.3,42.03,86/05/04,13:00,7.0,1.607,0.489,1.096
Italy,5,CASACCIA,12.3,42.03,86/05/04,18:00,5.0,1.107,0.511,0.996
Italy,5,CASACCIA,12.3,42.03,86/05/04,20:00,2.0,1.17,0.493,0.889
Italy,5,CASACCIA,12.3,42.03,86/05/04,22:00,2.0,0.733,0.29,0.611
Italy,5,CASACCIA,12.3,42.03,86/05/05,2:00,3.0,0.559,0.222,0.419
Italy,5,CASACCIA,12.3,42.03,86/05/05,14:30,2.0,1.419,0.496,0.922
Italy,5,CASACCIA,12.3,42.03,86/05/05,22:30,8.0,0.206,0.086,0.164
Italy,5,CASACCIA,12.3,42.03,86/05/06,6:30,8.0,0.239,0.081,0.156
Italy,5,CASACCIA,12.3,42.03,86/05/06,14:30,8.0,0.385,0.123,0.274
Italy,5,CASACCIA,12.3,42.03,86/05/06,22:30,8.0,0.444,0.148,0.323
Italy,5,CASACCIA,12.3,42.03,86/05/07,6:30,8.0,0.173,0.068,0.16
Italy,5,CASACCIA,12.3,42.03,86/05/07,14:30,8.0,0.23,0.079,0.171
Italy,5,CASACCIA,12.3,42.03,86/05/07,22:30,8.0,0.152,0.069,0.155
Italy,5,CASACCIA,12.3,42.03,86/05/08,6:30,8.0,0.137,0.062,0.128
Italy,5,CASACCIA,12.3,42.03,86/05/08,24:00:00,17.3,0.176,0.083,0.177
Italy,5,CASACCIA,12.3,42.03,86/05/10,0:00,24.0,0.064,0.027,0.061
Italy,5,CASACCIA,12.3,42.03,86/05/11,0:00,24.0,0.027,0.005,0.012
Italy,5,CASACCIA,12.3,42.03,86/05/12,0:00,24.0,0.014,0.001,0.002
Italy,5,CASACCIA,12.3,42.03,86/05/13,0:00,24.0,0.011,<,0.002
Italy,5,CASACCIA,12.3,42.03,86/05/14,0:00,24.0,0.007,<,0.001
Italy,5,CASACCIA,12.3,42.03,86/05/15,0:00,24.0,0.008,0.001,0.001
Italy,5,CASACCIA,12.3,42.03,86/05/16,0:00,24.0,0.012,<,0.001
Italy,5,ISPRA,8.63,45.8,86/04/30,6:00,2.0,0.55,0,0.05
Italy,5,ISPRA,8.63,45.8,86/04/30,8:00,2.0,2.36,0,0.22
Italy,5,ISPRA,8.63,45.8,86/04/30,10:00,2.0,3.82,0,0.35
Italy,5,ISPRA,8.63,45.8,86/04/30,12:00,2.0,5.04,0,0.47
Italy,5,ISPRA,8.63,45.8,86/04/30,14:00,2.0,5.6,0,0.52
Italy,5,ISPRA,8.63,45.8,86/04/30,16:00,2.0,5.83,0,0.55
Italy,5,ISPRA,8.63,45.8,86/04/30,18:00,2.0,6.64,0,0.63
Italy,5,ISPRA,8.63,45.8,86/04/30,20:00,2.0,7.78,0,0.74
Italy,5,ISPRA,8.63,45.8,86/04/30,22:00,2.0,7.07,0,0.68
Italy,5,ISPRA,8.63,45.8,86/04/30,24:00:00,2.0,8.61,0,0.83
Italy,5,ISPRA,8.63,45.8,86/05/01,2:00,2.0,13.89,0,1.36
Italy,5,ISPRA,8.63,45.8,86/05/01,4:00,2.0,14.55,0,1.43
Italy,5,ISPRA,8.63,45.8,86/05/01,6:00,2.0,15.97,0,1.58
Italy,5,ISPRA,8.63,45.8,86/05/01,8:00,2.0,15.67,0,1.56
Italy,5,ISPRA,8.63,45.8,86/05/01,10:00,2.0,15.23,0,1.53
Italy,5,ISPRA,8.63,45.8,86/05/01,12:00,2.0,13.91,0,1.41
Italy,5,ISPRA,8.63,45.8,86/05/01,14:00,2.0,14.37,0,1.47
Italy,5,ISPRA,8.63,45.8,86/05/01,16:00,2.0,15.54,0,1.6
Italy,5,ISPRA,8.63,45.8,86/05/01,18:00,2.0,24.9,0,2.58
Italy,5,ISPRA,8.63,45.8,86/05/01,20:00,2.0,20.92,0,2.18
Italy,5,ISPRA,8.63,45.8,86/05/01,22:00,2.0,24.95,0,2.62
Italy,5,ISPRA,8.63,45.8,86/05/01,24:00:00,2.0,23.26,0,2.46
Italy,5,ISPRA,8.63,45.8,86/05/02,2:00,2.0,23.35,0,2.49
Italy,5,ISPRA,8.63,45.8,86/05/02,4:00,2.0,18.38,0,1.97
Italy,5,ISPRA,8.63,45.8,86/05/02,6:00,2.0,20.47,0,2.21
Italy,5,ISPRA,8.63,45.8,86/05/02,8:00,2.0,19.76,0,2.15
Italy,5,ISPRA,8.63,45.8,86/05/02,10:00,2.0,15.75,0,1.73
Italy,5,ISPRA,8.63,45.8,86/05/02,12:00,2.0,15.28,0,1.69
Italy,5,ISPRA,8.63,45.8,86/05/02,14:00,2.0,15.19,0,1.69
Italy,5,ISPRA,8.63,45.8,86/05/02,16:00,2.0,11.82,0,1.32
Italy,5,ISPRA,8.63,45.8,86/05/02,18:00,2.0,11.59,0,1.37
Italy,5,ISPRA,8.63,45.8,86/05/02,20:00,2.0,12.1,0,1.37
Italy,5,ISPRA,8.63,45.8,86/05/02,22:00,2.0,12.72,0,1.46
Italy,5,ISPRA,8.63,45.8,86/05/02,24:00:00,2.0,12.39,0,1.43
Italy,5,ISPRA,8.63,45.8,86/05/03,2:00,2.0,14.5,0,1.68
Italy,5,ISPRA,8.63,45.8,86/05/03,4:00,2.0,14.23,0,1.66
Italy,5,ISPRA,8.63,45.8,86/05/03,6:00,2.0,13.68,0,1.61
Italy,5,ISPRA,8.63,45.8,86/05/03,8:00,2.0,11.62,0,1.38
Italy,5,ISPRA,8.63,45.8,86/05/03,10:00,2.0,10.62,0,1.27
Italy,5,ISPRA,8.63,45.8,86/05/03,12:00,2.0,8.79,0,1.06
Italy,5,ISPRA,8.63,45.8,86/05/03,14:00,2.0,6.72,0,0.81
Italy,5,ISPRA,8.63,45.8,86/05/03,16:00,2.0,5.25,0,0.64
Italy,5,ISPRA,8.63,45.8,86/05/03,18:00,2.0,3.28,0,0.4
Italy,5,ISPRA,8.63,45.8,86/05/03,20:00,2.0,3.21,0,0.4
Italy,5,ISPRA,8.63,45.8,86/05/03,22:00,2.0,3.18,0,0.4
Italy,5,ISPRA,8.63,45.8,86/05/03,24:00:00,2.0,2.87,0,0.36
Italy,5,ISPRA,8.63,45.8,86/05/04,2:00,2.0,2.77,0,0.35
Italy,5,ISPRA,8.63,45.8,86/05/04,4:00,2.0,3.04,0,0.39
Italy,5,ISPRA,8.63,45.8,86/05/04,6:00,2.0,3.3,0,0.42
Italy,5,ISPRA,8.63,45.8,86/05/04,8:00,2.0,2.58,0,0.33
Italy,5,ISPRA,8.63,45.8,86/05/04,10:00,2.0,2.57,0,0.34
Italy,5,ISPRA,8.63,45.8,86/05/04,12:00,2.0,2.18,0,0.29
Italy,5,ISPRA,8.63,45.8,86/05/04,14:00,2.0,2.14,0,0.28
Italy,5,ISPRA,8.63,45.8,86/05/04,16:00,2.0,1.5,0,0.2
Italy,5,ISPRA,8.63,45.8,86/05/04,18:00,2.0,0.85,0,0.11
Italy,5,ISPRA,8.63,45.8,86/05/04,20:00,2.0,0.79,0,0.11
